,Unnamed: 0,actual,SVM Preds,LGB Preds,XGB Preds,CB Preds,MNB_BOW,MNB_TF-IDF
2291,10955,CG,CG,CG,CG,CG,CG,CG
2292,21660,OR,OR,OR,OR,OR,OR,OR
2293,31755,CG,CG,CG,CG,CG,CG,CG
2294,38886,OR,OR,OR,OR,OR,CG,CG
2295,8122,OR,OR,OR,OR,OR,OR,OR
2296,35770,CG,CG,CG,CG,CG,CG,CG
2297,1303,CG,CG,CG,OR,CG,CG,CG
2298,3979,OR,OR,OR,OR,OR,OR,OR
2299,10999,OR,OR,OR,OR,OR,OR,OR
2300,19598,OR,OR,OR,OR,OR,CG,OR
2301,33349,CG,CG,CG,CG,CG,CG,CG
2302,1599,OR,CG,CG,CG,CG,CG,OR
2303,2149,OR,OR,OR,OR,OR,OR,OR
2304,13506,CG,CG,CG,CG,CG,CG,CG
2305,18902,CG,CG,CG,CG,CG,CG,CG
2306,24854,OR,OR,OR,OR,OR,OR,OR
2307,29273,CG,CG,CG,CG,CG,CG,CG
2308,3049,OR,OR,OR,OR,OR,OR,OR
2309,9061,CG,CG,CG,CG,CG,CG,CG
2310,11900,CG,CG,CG,CG,CG,CG,CG
2311,29981,CG,CG,CG,OR,CG,CG,CG
2312,22126,OR,OR,OR,OR,OR,OR,OR
2313,35414,CG,CG,CG,CG,CG,CG,CG
2314,7119,OR,OR,OR,OR,OR,OR,OR
2315,3829,OR,OR,OR,OR,OR,OR,OR
2316,32476,OR,OR,OR,OR,OR,OR,OR
2317,2133,CG,CG,CG,CG,CG,CG,CG
2318,14182,CG,CG,CG,CG,CG,CG,CG
2319,23269,CG,CG,CG,CG,CG,CG,CG
2320,8904,CG,CG,CG,CG,CG,CG,CG
2321,2624,CG,CG,CG,CG,CG,CG,CG
2322,31280,CG,CG,CG,CG,CG,CG,CG
2323,21261,OR,OR,OR,OR,OR,OR,OR
2324,9523,CG,CG,CG,CG,CG,CG,OR
2325,24136,CG,CG,CG,CG,CG,CG,CG
2326,9902,OR,OR,OR,OR,OR,OR,OR
2327,14200,OR,OR,OR,OR,OR,OR,OR
2328,8049,OR,OR,OR,OR,OR,OR,OR
2329,4504,CG,CG,CG,CG,CG,CG,CG
2330,38280,OR,OR,OR,CG,OR,CG,CG
2331,25384,CG,CG,CG,OR,CG,CG,CG
2332,34480,OR,OR,OR,OR,OR,CG,OR
2333,40161,OR,OR,OR,OR,OR,OR,OR
2334,16758,OR,OR,OR,OR,OR,OR,OR
2335,27548,CG,CG,CG,CG,CG,CG,CG
2336,26650,OR,OR,OR,OR,OR,OR,OR
2337,21595,CG,CG,CG,CG,CG,CG,CG
2338,25862,OR,OR,OR,OR,OR,OR,OR
2339,20197,CG,CG,CG,CG,CG,CG,CG
2340,2116,OR,OR,OR,OR,OR,OR,OR
2341,24412,OR,OR,OR,OR,OR,CG,CG
2342,35024,OR,OR,OR,OR,OR,OR,OR
2343,23597,OR,OR,OR,OR,OR,OR,OR
2344,7592,OR,OR,OR,OR,OR,OR,OR
2345,4824,OR,OR,OR,OR,OR,OR,OR
2346,15671,OR,OR,OR,OR,OR,OR,OR
2347,26000,OR,OR,OR,OR,OR,OR,OR
2348,36382,CG,CG,CG,CG,CG,CG,CG
2349,263,OR,OR,OR,OR,OR,OR,OR
2350,25618,CG,CG,CG,CG,CG,CG,CG
2351,28459,OR,OR,OR,OR,OR,CG,OR
2352,273,OR,OR,OR,OR,OR,CG,OR
2353,12637,OR,OR,OR,CG,CG,CG,OR
2354,26837,OR,OR,OR,OR,OR,OR,OR
2355,29434,CG,CG,CG,CG,CG,CG,CG
2356,6432,CG,CG,CG,CG,CG,CG,CG
2357,36393,OR,OR,OR,OR,OR,OR,OR
2358,16188,CG,OR,OR,OR,OR,OR,OR
2359,1194,OR,OR,OR,OR,OR,CG,OR
2360,18954,CG,CG,CG,CG,CG,CG,CG
2361,30475,OR,OR,OR,OR,OR,OR,OR
2362,10963,OR,OR,OR,OR,OR,OR,OR
2363,28637,OR,CG,CG,CG,CG,CG,CG
2364,21628,OR,CG,CG,OR,OR,OR,OR
2365,36333,OR,OR,OR,OR,OR,OR,OR
2366,13656,OR,OR,OR,OR,OR,OR,OR
2367,32741,OR,OR,OR,OR,OR,OR,OR
2368,40388,CG,CG,CG,CG,CG,CG,CG
2369,21720,CG,CG,CG,CG,CG,CG,CG
2370,17817,OR,OR,OR,OR,OR,OR,OR
2371,32673,OR,OR,OR,OR,OR,OR,OR
2372,25041,OR,OR,OR,OR,OR,OR,OR
2373,24032,OR,CG,CG,CG,CG,CG,CG
2374,29180,CG,CG,CG,CG,CG,CG,CG
2375,21862,OR,OR,OR,OR,OR,OR,OR
2376,39586,CG,CG,CG,CG,CG,CG,CG
2377,7745,OR,OR,OR,OR,OR,OR,OR
2378,30846,CG,CG,CG,CG,CG,CG,CG
2379,15035,CG,CG,CG,CG,CG,CG,CG
2380,18844,CG,CG,CG,CG,CG,CG,CG
2381,31691,OR,OR,OR,OR,OR,OR,OR
2382,18134,CG,CG,CG,CG,CG,CG,CG
2383,9674,OR,OR,OR,OR,OR,OR,OR
2384,39993,CG,CG,CG,CG,CG,CG,CG
2385,13340,OR,OR,OR,OR,OR,OR,OR
2386,30078,OR,OR,OR,OR,OR,OR,OR
2387,31929,OR,OR,OR,OR,OR,OR,OR
2388,28514,OR,OR,OR,OR,OR,OR,OR
2389,19384,CG,CG,CG,CG,CG,CG,CG
2390,1157,CG,CG,CG,CG,CG,CG,CG
2391,36135,CG,CG,CG,CG,CG,CG,CG
2392,35726,OR,OR,OR,OR,OR,OR,OR
2393,21171,OR,CG,CG,OR,CG,OR,OR
2394,30695,OR,OR,OR,OR,OR,OR,OR
2395,26408,CG,CG,CG,CG,CG,CG,CG
2396,22454,CG,CG,CG,CG,CG,CG,CG
2397,36255,OR,OR,OR,OR,OR,OR,OR
2398,12035,OR,OR,OR,CG,OR,OR,OR
2399,12908,OR,OR,OR,OR,OR,OR,OR
2400,10508,OR,OR,OR,CG,OR,OR,OR
2401,21892,CG,CG,CG,CG,CG,CG,CG
2402,11541,OR,OR,OR,OR,OR,OR,OR
2403,30555,CG,CG,CG,CG,CG,CG,CG
2404,13814,OR,OR,OR,OR,OR,OR,OR
2405,20633,CG,OR,OR,OR,OR,CG,OR
2406,35751,OR,OR,OR,OR,OR,OR,OR
2407,16657,CG,CG,CG,CG,CG,CG,CG
2408,27141,CG,CG,CG,CG,CG,CG,CG
2409,343,CG,CG,CG,CG,CG,CG,CG
2410,18884,OR,OR,OR,OR,OR,OR,OR
2411,9172,CG,CG,CG,CG,CG,CG,CG
2412,31391,CG,CG,CG,CG,CG,CG,CG
2413,30917,OR,OR,OR,OR,OR,OR,OR
2414,29649,CG,CG,CG,CG,CG,CG,CG
2415,2585,OR,OR,OR,OR,OR,OR,OR
2416,17444,CG,CG,CG,CG,CG,CG,CG
2417,4455,CG,CG,CG,CG,CG,CG,CG
2418,2308,CG,CG,CG,CG,CG,CG,CG
2419,26257,OR,OR,OR,CG,CG,CG,OR
2420,33797,CG,OR,OR,OR,OR,OR,OR
2421,31177,CG,CG,CG,CG,CG,CG,CG
2422,19495,OR,OR,OR,OR,OR,OR,OR
2423,9750,OR,OR,OR,OR,OR,CG,OR
2424,15725,OR,CG,CG,OR,OR,OR,CG
2425,1699,OR,OR,OR,OR,OR,OR,OR
2426,10217,OR,OR,OR,OR,OR,OR,OR
2427,9831,OR,OR,OR,OR,OR,OR,OR
2428,3419,OR,OR,OR,OR,OR,OR,OR
2429,12256,OR,OR,OR,OR,OR,OR,OR
2430,30148,CG,CG,CG,OR,CG,CG,CG
2431,24030,OR,OR,OR,OR,OR,OR,OR
2432,30736,CG,OR,OR,OR,OR,CG,OR
2433,20314,OR,OR,OR,OR,OR,OR,OR
2434,33284,CG,CG,CG,CG,CG,CG,CG
2435,27468,CG,CG,CG,CG,CG,CG,CG
2436,32412,OR,OR,OR,OR,OR,OR,OR
2437,505,CG,CG,CG,CG,CG,CG,CG
2438,18537,OR,OR,OR,OR,OR,OR,OR
2439,20817,OR,OR,OR,OR,OR,OR,OR
2440,10026,OR,OR,OR,OR,OR,OR,OR
2441,30871,CG,CG,CG,CG,CG,CG,CG
2442,20267,CG,CG,CG,CG,CG,CG,CG
2443,7487,CG,CG,CG,CG,CG,CG,CG
2444,36419,OR,CG,CG,OR,OR,OR,OR
2445,26658,CG,CG,CG,CG,CG,CG,CG
2446,12148,CG,CG,CG,CG,CG,CG,CG
2447,28458,OR,CG,CG,OR,OR,OR,CG
2448,21466,CG,CG,CG,CG,CG,CG,CG
2449,17411,CG,CG,CG,CG,CG,CG,CG
2450,34104,OR,OR,OR,OR,OR,OR,OR
2451,15242,CG,CG,CG,CG,CG,CG,CG
2452,24631,CG,CG,CG,CG,CG,CG,CG
2453,32415,CG,CG,CG,CG,CG,CG,CG
2454,322,CG,CG,CG,CG,CG,OR,CG
2455,36578,CG,CG,CG,OR,OR,CG,CG
2456,19452,CG,OR,OR,CG,OR,CG,CG
2457,4401,OR,OR,OR,OR,OR,OR,OR
2458,12639,OR,OR,OR,OR,OR,OR,OR
2459,25532,CG,CG,CG,CG,CG,CG,CG
2460,23661,OR,OR,OR,OR,OR,OR,OR
2461,7369,OR,OR,OR,OR,OR,OR,OR
2462,39530,CG,CG,CG,CG,CG,CG,CG
2463,38919,OR,OR,OR,OR,OR,OR,OR
2464,6529,OR,OR,OR,OR,OR,OR,OR
2465,33520,OR,OR,OR,OR,OR,CG,CG
2466,37047,CG,CG,CG,CG,CG,CG,CG
2467,9590,OR,OR,OR,OR,OR,OR,OR
2468,19700,OR,OR,OR,OR,OR,OR,OR
2469,621,OR,CG,CG,CG,CG,CG,CG
2470,19482,CG,CG,CG,CG,CG,CG,OR
2471,28863,CG,CG,CG,CG,CG,CG,CG
2472,29659,CG,CG,CG,CG,CG,CG,CG
2473,4672,CG,OR,OR,OR,CG,CG,CG
2474,20261,CG,OR,OR,CG,OR,CG,CG
2475,18648,CG,CG,CG,CG,CG,CG,CG
2476,25096,OR,OR,OR,OR,OR,OR,OR
2477,24988,OR,CG,CG,CG,CG,OR,OR
2478,17185,OR,OR,OR,OR,OR,OR,OR
2479,37537,CG,CG,CG,CG,CG,CG,CG
2480,3519,OR,OR,OR,OR,OR,OR,OR
2481,40353,OR,OR,OR,OR,OR,OR,OR
2482,3115,OR,OR,OR,OR,OR,OR,OR
2483,15965,CG,CG,CG,CG,CG,CG,CG
2484,36168,OR,OR,OR,OR,OR,OR,OR
2485,14177,CG,CG,CG,CG,CG,CG,CG
2486,4048,CG,CG,CG,CG,CG,CG,CG
2487,2649,CG,CG,CG,CG,CG,CG,CG
2488,25262,OR,OR,OR,OR,OR,OR,OR
2489,509,CG,OR,OR,CG,CG,OR,OR
2490,35651,OR,OR,OR,OR,OR,OR,OR
2491,35932,CG,CG,CG,OR,OR,CG,CG
2492,34339,OR,CG,CG,OR,OR,CG,CG
2493,6868,CG,CG,CG,CG,CG,CG,CG
2494,4962,CG,CG,CG,CG,CG,CG,CG
2495,5478,OR,OR,OR,OR,OR,OR,OR
2496,17644,OR,OR,OR,OR,OR,OR,OR
2497,5960,OR,OR,OR,OR,OR,OR,OR
2498,20790,CG,CG,CG,CG,CG,OR,OR
2499,27075,CG,CG,CG,CG,CG,CG,CG
2500,25328,OR,OR,OR,CG,OR,CG,OR
2501,11487,CG,CG,CG,CG,CG,CG,CG
2502,23867,OR,OR,OR,OR,OR,CG,CG
2503,2608,OR,OR,OR,OR,OR,OR,OR
2504,16242,CG,OR,OR,CG,OR,CG,CG
2505,28196,OR,OR,OR,OR,OR,OR,OR
2506,8658,CG,OR,OR,OR,OR,CG,CG
2507,12408,CG,OR,OR,OR,CG,OR,OR
2508,26216,CG,CG,CG,CG,CG,CG,CG
2509,18393,OR,OR,OR,OR,OR,OR,OR
2510,26568,OR,OR,OR,OR,OR,OR,OR
2511,24588,OR,OR,OR,OR,OR,OR,OR
2512,24314,OR,CG,CG,CG,CG,CG,OR
2513,26528,OR,OR,OR,OR,OR,OR,OR
2514,14752,CG,OR,OR,OR,OR,CG,CG
2515,35021,CG,CG,CG,OR,OR,CG,CG
2516,15771,CG,OR,OR,CG,OR,CG,CG
2517,26576,OR,OR,OR,OR,OR,OR,OR
2518,29701,CG,CG,CG,CG,CG,CG,CG
2519,39321,CG,CG,CG,CG,CG,CG,CG
2520,20663,CG,CG,CG,CG,CG,CG,CG
2521,32494,CG,CG,CG,CG,CG,CG,CG
2522,23839,OR,CG,CG,CG,CG,CG,CG
2523,32466,CG,CG,CG,CG,CG,CG,CG
2524,35972,CG,CG,CG,OR,CG,CG,CG
2525,748,CG,CG,CG,CG,CG,CG,CG
2526,5183,CG,CG,CG,CG,CG,CG,CG
2527,30767,OR,OR,OR,OR,OR,OR,OR
2528,377,OR,OR,OR,OR,OR,OR,OR
2529,26089,OR,OR,OR,OR,OR,OR,OR
2530,4520,CG,CG,CG,CG,CG,CG,CG
2531,21407,OR,OR,OR,OR,OR,OR,OR
2532,34322,OR,OR,OR,OR,OR,OR,OR
2533,21441,CG,CG,CG,CG,CG,CG,CG
2534,10855,CG,CG,CG,CG,CG,CG,CG
2535,37251,OR,OR,OR,OR,OR,OR,OR
2536,20048,CG,CG,CG,CG,CG,CG,CG
2537,12235,CG,CG,CG,CG,CG,CG,CG
2538,31118,OR,OR,OR,CG,OR,CG,OR
2539,18462,CG,CG,CG,CG,CG,CG,CG
2540,21373,OR,OR,OR,OR,OR,OR,OR
2541,26816,CG,CG,CG,CG,CG,CG,CG
2542,8840,CG,CG,CG,CG,CG,CG,CG
2543,31868,CG,CG,CG,CG,CG,CG,CG
2544,33182,CG,OR,OR,OR,OR,CG,CG
2545,31453,CG,CG,CG,CG,CG,CG,CG
2546,25533,CG,CG,CG,CG,CG,CG,CG
2547,36207,CG,CG,CG,CG,CG,CG,CG
2548,8450,CG,CG,CG,CG,CG,CG,CG
2549,26697,OR,OR,OR,OR,OR,OR,OR
2550,2240,CG,OR,OR,OR,OR,OR,OR
2551,26830,CG,CG,CG,CG,CG,CG,CG
2552,18143,OR,OR,OR,OR,OR,OR,OR
2553,14532,OR,OR,OR,OR,OR,OR,OR
2554,11474,CG,CG,CG,CG,CG,CG,CG
2555,21235,CG,CG,CG,CG,CG,CG,CG
2556,27842,CG,CG,CG,CG,CG,CG,CG
2557,6524,OR,OR,OR,OR,OR,OR,OR
2558,180,OR,CG,CG,OR,OR,CG,CG
2559,25990,OR,OR,OR,CG,OR,CG,OR
2560,1616,CG,CG,CG,CG,CG,CG,CG
2561,14884,CG,CG,CG,CG,CG,CG,CG
2562,36214,CG,CG,CG,CG,CG,CG,CG
2563,8790,OR,OR,OR,OR,OR,OR,OR
2564,30886,CG,CG,CG,CG,CG,CG,CG
2565,27836,CG,CG,CG,CG,CG,CG,CG
2566,30406,OR,OR,OR,OR,OR,OR,OR
2567,33464,CG,CG,CG,CG,CG,CG,CG
2568,7600,OR,OR,OR,OR,OR,OR,OR
2569,14159,OR,OR,OR,OR,OR,OR,OR
2570,3719,OR,OR,OR,OR,OR,OR,OR
2571,30108,CG,CG,CG,CG,CG,CG,CG
2572,32149,CG,CG,CG,CG,CG,CG,CG
2573,35324,CG,CG,CG,CG,CG,CG,CG
2574,36428,CG,CG,CG,CG,CG,CG,CG
2575,7578,CG,CG,CG,CG,CG,CG,CG
2576,5306,OR,CG,CG,OR,OR,OR,OR
2577,17414,OR,OR,OR,OR,OR,OR,OR
2578,20477,OR,OR,OR,OR,OR,OR,OR
2579,20129,CG,CG,CG,OR,CG,CG,CG
2580,37570,OR,OR,OR,CG,CG,CG,CG
2581,30772,OR,OR,OR,OR,OR,OR,OR
2582,37354,OR,CG,CG,CG,CG,CG,CG
2583,37862,OR,CG,CG,CG,CG,OR,OR
2584,2043,CG,CG,CG,CG,CG,CG,CG
2585,18923,CG,CG,CG,CG,CG,CG,CG
2586,32832,CG,OR,OR,OR,OR,OR,OR
2587,1243,OR,OR,OR,CG,OR,OR,OR
2588,3253,OR,OR,OR,CG,CG,OR,OR
2589,39121,OR,OR,OR,OR,OR,OR,OR
2590,30726,OR,OR,OR,OR,OR,OR,OR
2591,20769,OR,OR,OR,OR,OR,CG,CG
2592,17372,CG,CG,CG,CG,CG,CG,CG
2593,32238,CG,OR,OR,OR,OR,CG,OR
2594,23493,OR,OR,OR,OR,OR,OR,OR
2595,21426,CG,CG,CG,CG,CG,CG,CG
2596,8372,CG,CG,CG,CG,CG,CG,CG
2597,5020,CG,CG,CG,CG,CG,CG,CG
2598,5523,CG,OR,OR,CG,CG,CG,OR
2599,22639,CG,CG,CG,CG,CG,CG,CG
2600,9392,CG,OR,OR,CG,OR,OR,OR
2601,29002,OR,OR,OR,OR,OR,CG,OR
2602,26243,CG,CG,CG,CG,CG,CG,CG
2603,13250,OR,CG,CG,OR,OR,OR,OR
2604,1346,CG,CG,CG,CG,CG,CG,CG
2605,1179,OR,OR,OR,OR,OR,OR,OR
2606,30837,OR,CG,CG,CG,OR,OR,CG
2607,8500,CG,OR,OR,OR,CG,CG,OR
2608,18912,CG,CG,CG,CG,CG,CG,CG
2609,35589,OR,OR,OR,OR,OR,OR,OR
2610,4168,CG,CG,CG,CG,CG,CG,CG
2611,25111,OR,OR,OR,OR,OR,CG,OR
2612,2277,CG,CG,CG,CG,CG,CG,CG
2613,12757,CG,CG,CG,CG,CG,CG,CG
2614,28880,CG,CG,CG,CG,CG,CG,CG
2615,37584,OR,OR,OR,OR,OR,OR,OR
2616,6675,OR,OR,OR,OR,OR,OR,OR
2617,8339,OR,CG,CG,OR,CG,OR,OR
2618,8288,OR,OR,OR,OR,OR,OR,OR
2619,22243,CG,CG,CG,CG,CG,CG,CG
2620,30606,CG,CG,CG,CG,CG,CG,CG
2621,6222,OR,OR,OR,OR,OR,OR,OR
2622,25786,OR,OR,OR,OR,OR,OR,OR
2623,29691,OR,OR,OR,OR,OR,OR,OR
2624,21958,OR,OR,OR,OR,OR,OR,OR
2625,27779,OR,OR,OR,OR,OR,OR,OR
2626,23676,CG,CG,CG,CG,CG,CG,CG
2627,2992,OR,OR,OR,OR,OR,OR,OR
2628,15884,CG,CG,CG,CG,CG,CG,CG
2629,23883,OR,CG,CG,CG,CG,CG,CG
2630,15209,OR,OR,OR,OR,OR,OR,OR
2631,20228,OR,OR,OR,OR,OR,OR,OR
2632,16826,OR,OR,OR,OR,OR,OR,OR
2633,9975,CG,OR,OR,OR,OR,OR,CG
2634,37508,OR,OR,OR,OR,OR,OR,OR
2635,501,CG,CG,CG,OR,OR,CG,CG
2636,26231,OR,OR,OR,OR,OR,OR,OR
2637,34530,OR,OR,OR,OR,OR,OR,OR
2638,7294,CG,CG,CG,CG,CG,CG,CG
2639,11288,CG,CG,CG,CG,CG,CG,CG
2640,6648,CG,CG,CG,OR,CG,CG,CG
2641,19716,CG,CG,CG,CG,CG,CG,CG
2642,3792,CG,CG,CG,CG,CG,CG,CG
2643,32804,CG,CG,CG,CG,CG,CG,CG
2644,19720,CG,CG,CG,OR,CG,CG,CG
2645,34938,OR,OR,OR,OR,OR,OR,OR
2646,9728,CG,OR,OR,OR,OR,CG,CG
2647,26207,OR,OR,OR,OR,OR,OR,OR
2648,21938,OR,OR,OR,OR,OR,OR,OR
2649,28281,OR,OR,OR,OR,OR,OR,OR
2650,4178,CG,CG,CG,CG,CG,CG,CG
2651,26883,CG,CG,CG,CG,CG,CG,CG
2652,26591,OR,OR,OR,OR,OR,OR,OR
2653,316,CG,CG,CG,CG,CG,CG,CG
2654,24017,OR,OR,OR,OR,OR,OR,OR
2655,21379,CG,CG,CG,CG,CG,CG,CG
2656,39836,CG,CG,CG,CG,CG,CG,CG
2657,14871,OR,OR,OR,OR,OR,OR,OR
2658,23582,CG,CG,CG,CG,CG,CG,CG
2659,1332,OR,OR,OR,OR,OR,OR,OR
2660,4449,CG,OR,OR,OR,CG,CG,OR
2661,9685,OR,OR,OR,OR,OR,CG,OR
2662,25247,CG,CG,CG,CG,CG,CG,CG
2663,278,OR,CG,CG,OR,OR,CG,CG
2664,38233,CG,CG,CG,CG,CG,CG,CG
2665,2374,CG,CG,CG,CG,CG,CG,CG
2666,3438,CG,CG,CG,OR,CG,CG,CG
2667,16414,OR,OR,OR,OR,OR,OR,OR
2668,26541,CG,CG,CG,CG,CG,CG,CG
2669,12802,OR,OR,OR,OR,OR,CG,OR
2670,4165,CG,CG,CG,CG,CG,CG,CG
2671,38269,OR,OR,OR,OR,OR,OR,OR
2672,39394,CG,CG,CG,CG,CG,CG,CG
2673,4689,OR,OR,OR,OR,OR,OR,OR
2674,374,OR,OR,OR,OR,OR,CG,OR
2675,4943,CG,CG,CG,CG,CG,CG,CG
2676,2087,CG,CG,CG,CG,CG,CG,CG
2677,32552,OR,OR,OR,OR,OR,OR,OR
2678,39439,OR,OR,OR,OR,OR,OR,OR
2679,34146,CG,OR,OR,CG,CG,OR,OR
2680,5219,OR,CG,CG,OR,OR,CG,OR
2681,30506,OR,OR,OR,OR,OR,OR,OR
2682,25265,OR,OR,OR,CG,OR,OR,OR
2683,25244,CG,CG,CG,CG,CG,CG,CG
2684,27622,CG,CG,CG,CG,CG,CG,CG
2685,35905,CG,CG,CG,CG,CG,CG,CG
2686,23192,CG,CG,CG,CG,OR,CG,CG
2687,13581,CG,CG,CG,OR,CG,CG,CG
2688,8145,OR,CG,CG,OR,OR,CG,CG
2689,9282,CG,CG,CG,CG,CG,CG,CG
2690,19034,CG,CG,CG,CG,CG,CG,CG
2691,6528,OR,OR,OR,OR,OR,OR,OR
2692,16930,OR,OR,OR,OR,OR,OR,OR
2693,22285,CG,CG,CG,CG,CG,CG,CG
2694,27973,OR,OR,OR,OR,OR,OR,OR
2695,16497,OR,OR,OR,OR,OR,OR,OR
2696,18432,OR,OR,OR,OR,OR,OR,OR
2697,12829,OR,OR,OR,OR,OR,CG,CG
2698,15168,OR,OR,OR,OR,OR,OR,OR
2699,15639,OR,OR,OR,OR,OR,OR,OR
2700,13954,OR,OR,OR,OR,OR,OR,OR
2701,24046,CG,CG,CG,CG,CG,CG,OR
2702,22514,OR,OR,OR,CG,CG,CG,OR
2703,11756,CG,OR,OR,CG,CG,CG,CG
2704,19125,OR,OR,OR,OR,OR,OR,OR
2705,498,CG,CG,CG,OR,CG,CG,CG
2706,7974,CG,CG,CG,CG,CG,CG,CG
2707,22744,CG,CG,CG,CG,CG,CG,CG
2708,15956,CG,OR,OR,OR,OR,OR,OR
2709,32483,CG,CG,CG,CG,CG,CG,CG
2710,9291,CG,CG,CG,CG,CG,CG,CG
2711,32861,OR,OR,OR,OR,OR,OR,OR
2712,38338,OR,OR,OR,OR,CG,OR,OR
2713,37965,CG,CG,CG,CG,CG,CG,CG
2714,34846,OR,OR,OR,OR,OR,OR,OR
2715,9000,OR,OR,OR,OR,OR,OR,OR
2716,31232,OR,OR,OR,OR,OR,OR,OR
2717,5654,OR,OR,OR,OR,OR,OR,OR
2718,396,CG,CG,CG,CG,CG,CG,CG
2719,32229,OR,OR,OR,OR,OR,OR,OR
2720,7250,CG,CG,CG,CG,CG,CG,CG
2721,18860,OR,OR,OR,OR,OR,OR,OR
2722,36165,OR,OR,OR,OR,OR,OR,OR
2723,29753,OR,OR,OR,CG,CG,CG,CG
2724,6350,OR,OR,OR,OR,OR,OR,OR
2725,21484,CG,CG,CG,CG,CG,CG,CG
2726,21850,CG,CG,CG,OR,OR,CG,CG
2727,40128,CG,CG,CG,CG,CG,CG,CG
2728,38895,OR,OR,OR,OR,OR,CG,OR
2729,21428,CG,CG,CG,CG,CG,CG,CG
2730,26587,CG,CG,CG,CG,CG,CG,CG
2731,10221,OR,OR,OR,OR,OR,OR,OR
2732,20158,OR,CG,CG,CG,CG,CG,CG
2733,11710,OR,OR,OR,OR,OR,OR,OR
2734,4775,OR,CG,CG,OR,CG,CG,OR
2735,3930,CG,CG,CG,CG,CG,CG,CG
2736,39939,OR,OR,OR,OR,OR,OR,OR
2737,21977,CG,CG,CG,CG,CG,CG,CG
2738,35692,OR,OR,OR,OR,OR,OR,OR
2739,32337,OR,OR,OR,OR,OR,OR,OR
2740,26927,CG,CG,CG,CG,CG,CG,CG
2741,24055,CG,OR,OR,OR,OR,CG,OR
2742,20322,CG,OR,OR,OR,OR,CG,CG
2743,33515,OR,OR,OR,OR,OR,OR,OR
2744,31143,CG,CG,CG,CG,CG,CG,CG
2745,25413,OR,OR,OR,OR,OR,OR,OR
2746,24348,CG,CG,CG,CG,CG,CG,CG
2747,31545,CG,CG,CG,CG,CG,CG,CG
2748,27644,CG,CG,CG,CG,CG,CG,CG
2749,22468,CG,CG,CG,CG,OR,CG,CG
2750,36968,OR,OR,OR,OR,OR,OR,CG
2751,32099,OR,OR,OR,OR,OR,OR,OR
2752,21117,OR,CG,CG,OR,CG,CG,OR
2753,9880,CG,CG,CG,OR,CG,CG,CG
2754,37181,OR,CG,CG,CG,CG,OR,OR
2755,9562,CG,CG,CG,CG,CG,CG,CG
2756,5504,CG,CG,CG,CG,CG,CG,CG
2757,21391,CG,CG,CG,OR,CG,CG,CG
2758,6753,OR,OR,OR,OR,OR,OR,OR
2759,12687,CG,CG,CG,CG,CG,OR,OR
2760,18005,OR,OR,OR,OR,OR,OR,OR
2761,28503,OR,OR,OR,OR,OR,CG,CG
2762,25874,CG,CG,CG,CG,CG,CG,CG
2763,25141,CG,CG,CG,CG,CG,CG,CG
2764,8248,CG,CG,CG,CG,CG,CG,OR
2765,40014,CG,CG,CG,CG,CG,CG,CG
2766,19082,OR,OR,OR,OR,OR,OR,OR
2767,475,OR,OR,OR,OR,OR,OR,OR
2768,4949,CG,CG,CG,CG,CG,CG,CG
2769,32109,OR,OR,OR,OR,OR,OR,OR
2770,34580,OR,OR,OR,OR,OR,OR,OR
2771,7133,CG,CG,CG,CG,CG,CG,CG
2772,9238,CG,CG,CG,CG,CG,CG,CG
2773,928,OR,OR,OR,OR,OR,OR,OR
2774,3785,OR,OR,OR,OR,OR,OR,OR
2775,6660,CG,CG,CG,CG,CG,CG,CG
2776,10915,OR,OR,OR,OR,OR,OR,OR
2777,29847,OR,OR,OR,OR,OR,OR,OR
2778,4400,OR,OR,OR,CG,OR,OR,OR
2779,40010,CG,CG,CG,CG,CG,CG,CG
2780,31493,OR,OR,OR,OR,OR,OR,OR
2781,5683,OR,OR,OR,OR,OR,OR,OR
2782,11960,CG,CG,CG,CG,CG,CG,OR
2783,12494,CG,CG,CG,CG,CG,CG,CG
2784,34705,OR,OR,OR,OR,OR,OR,OR
2785,15476,CG,CG,CG,CG,CG,CG,CG
2786,6315,OR,OR,OR,OR,OR,OR,OR
2787,32545,OR,OR,OR,OR,OR,OR,OR
2788,32343,CG,CG,CG,CG,CG,CG,CG
2789,457,OR,OR,OR,CG,OR,CG,OR
2790,35856,OR,OR,OR,OR,OR,OR,OR
2791,27484,OR,OR,OR,OR,OR,OR,OR
2792,36656,OR,OR,OR,OR,OR,OR,OR
2793,35022,OR,OR,OR,OR,OR,OR,OR
2794,7191,CG,OR,OR,OR,OR,OR,OR
2795,1638,OR,OR,OR,OR,OR,OR,OR
2796,21783,CG,OR,OR,OR,OR,OR,OR
2797,19501,OR,OR,OR,OR,OR,CG,CG
2798,37063,CG,CG,CG,CG,OR,CG,CG
2799,7656,OR,OR,OR,OR,OR,OR,OR
2800,7640,OR,OR,OR,OR,OR,OR,OR
2801,1219,CG,CG,CG,CG,CG,CG,CG
2802,8944,OR,OR,OR,OR,OR,CG,OR
2803,10241,CG,CG,CG,CG,CG,CG,CG
2804,32215,CG,CG,CG,CG,CG,CG,CG
2805,24651,OR,OR,OR,OR,OR,OR,OR
2806,36163,CG,CG,CG,CG,CG,CG,CG
2807,6769,OR,OR,OR,OR,OR,OR,OR
